+-----------+------------------+--------------+------------+------------+------------+------------+---------------+
| category  |    item_name     | day_of_week  | day_label  | avg_price  | min_price  | max_price  | record_count  |
| 유물각인서     | 유물 급소 타격 각인서     | 3            | 화          | 316.0      | 277        | 390        | 24            |
| 유물각인서     | 유물 급소 타격 각인서     | 4            | 수          | 238.0      | 111        | 324        | 114           |
| 유물각인서     | 유물 급소 타격 각인서     | 5            | 목          | 190.0      | 100        | 250        | 142           |
| 유물각인서     | 유물 급소 타격 각인서     | 6            | 금          | 287.0      | 100        | 549        | 142           |
| 유물각인서     | 유물 급소 타격 각인서     | 7            | 토          | 305.0      | 169        | 467        | 142           |
| 유물각인서     | 유물 기습의 대가 각인서    | 1            | 일          | 59964.0    | 56000      | 61888      | 142           |
| 유물각인서     | 유물 기습의 대가 각인서    | 2            | 월          | 59896.0    | 58000      | 61799      | 136           |
| 유물각인서     | 유물 기습의 대가 각인서    | 3            | 화          | 59761.0    | 58500      | 60297      | 24            |
| 유물각인서     | 유물 기습의 대가 각인서    | 4            | 수          | 59602.0    | 57000      | 60500      | 113           |
| 유물각인서     | 유물 기습의 대가 각인서    | 5            | 목          | 59417.0    | 57000      | 60540      | 142           |
| 유물각인서     | 유물 기습의 대가 각인서    | 6            | 금          | 61133.0    | 58000      | 64999      | 142           |
| 유물각인서     | 유물 기습의 대가 각인서    | 7            | 토          | 62328.0    | 59899      | 63666      | 142           |
| 유물각인서     | 유물 긴급구조 각인서      | 1            | 일          | 175.0      | 78         | 990        | 142           |
| 유물각인서     | 유물 긴급구조 각인서      | 2            | 월          | 147.0      | 55         | 328        | 136           |
| 유물각인서     | 유물 긴급구조 각인서      | 3            | 화          | 160.0      | 141        | 207        | 24            |
| 유물각인서     | 유물 긴급구조 각인서      | 4            | 수          | 135.0      | 95         | 170        | 113           |
| 유물각인서     | 유물 긴급구조 각인서      | 5            | 목          | 101.0      | 76         | 139        | 142           |
| 유물각인서     | 유물 긴급구조 각인서      | 6            | 금          | 106.0      | 75         | 150        | 142           |
| 유물각인서     | 유물 긴급구조 각인서      | 7            | 토          | 97.0       | 54         | 150        | 142           |
| 유물각인서     | 유물 달인의 저력 각인서    | 1            | 일          | 84.0       | 19         | 300        | 142           |
| 유물각인서     | 유물 달인의 저력 각인서    | 2            | 월          | 87.0       | 43         | 124        | 136           |
| 유물각인서     | 유물 달인의 저력 각인서    | 3            | 화          | 99.0       | 50         | 109        | 24            |
| 유물각인서     | 유물 달인의 저력 각인서    | 4            | 수          | 82.0       | 41         | 120        | 114           |
| 유물각인서     | 유물 달인의 저력 각인서    | 5            | 목          | 69.0       | 30         | 110        | 142           |
| 유물각인서     | 유물 달인의 저력 각인서    | 6            | 금          | 68.0       | 38         | 80         | 142           |
| 유물각인서     | 유물 달인의 저력 각인서    | 7            | 토          | 50.0       | 10         | 70         | 142           |
| 유물각인서     | 유물 돌격대장 각인서      | 1            | 일          | 188607.0   | 181111     | 191666     | 142           |
| 유물각인서     | 유물 돌격대장 각인서      | 2            | 월          | 186494.0   | 180000     | 189000     | 136           |
| 유물각인서     | 유물 돌격대장 각인서      | 3            | 화          | 178260.0   | 175000     | 180000     | 24            |
| 유물각인서     | 유물 돌격대장 각인서      | 4            | 수          | 179465.0   | 175000     | 183000     | 112           |
| 유물각인서     | 유물 돌격대장 각인서      | 5            | 목          | 180354.0   | 176888     | 188600     | 142           |
| 유물각인서     | 유물 돌격대장 각인서      | 6            | 금          | 186562.0   | 177000     | 195998     | 142           |
| 유물각인서     | 유물 돌격대장 각인서      | 7            | 토          | 191441.0   | 184000     | 209979     | 142           |
| 유물각인서     | 유물 마나 효율 증가 각인서  | 1            | 일          | 666.0      | 290        | 999        | 142           |
| 유물각인서     | 유물 마나 효율 증가 각인서  | 2            | 월          | 603.0      | 380        | 800        | 136           |
| 유물각인서     | 유물 마나 효율 증가 각인서  | 3            | 화          | 584.0      | 450        | 666        | 24            |
| 유물각인서     | 유물 마나 효율 증가 각인서  | 4            | 수          | 441.0      | 257        | 597        | 114           |
| 유물각인서     | 유물 마나 효율 증가 각인서  | 5            | 목          | 456.0      | 300        | 502        | 142           |
| 유물각인서     | 유물 마나 효율 증가 각인서  | 6            | 금          | 564.0      | 339        | 750        | 142           |
| 유물각인서     | 유물 마나 효율 증가 각인서  | 7            | 토          | 727.0      | 440        | 969        | 142           |
| 유물각인서     | 유물 마나의 흐름 각인서    | 1            | 일          | 1791.0     | 1400       | 2211       | 142           |
| 유물각인서     | 유물 마나의 흐름 각인서    | 2            | 월          | 1869.0     | 1240       | 2121       | 136           |
| 유물각인서     | 유물 마나의 흐름 각인서    | 3            | 화          | 1989.0     | 1800       | 2222       | 24            |
| 유물각인서     | 유물 마나의 흐름 각인서    | 4            | 수          | 2015.0     | 1749       | 2389       | 113           |
| 유물각인서     | 유물 마나의 흐름 각인서    | 5            | 목          | 1833.0     | 1288       | 2200       | 142           |
| 유물각인서     | 유물 마나의 흐름 각인서    | 6            | 금          | 1892.0     | 1500       | 2094       | 142           |
| 유물각인서     | 유물 마나의 흐름 각인서    | 7            | 토          | 1799.0     | 1200       | 2100       | 142           |
| 유물각인서     | 유물 바리케이드 각인서     | 1            | 일          | 934.0      | 666        | 1299       | 142           |
| 유물각인서     | 유물 바리케이드 각인서     | 2            | 월          | 1051.0     | 699        | 1499       | 136           |
| 유물각인서     | 유물 바리케이드 각인서     | 3            | 화          | 1199.0     | 899        | 1380       | 24            |
| 유물각인서     | 유물 바리케이드 각인서     | 4            | 수          | 913.0      | 400        | 1110       | 114           |
| 유물각인서     | 유물 바리케이드 각인서     | 5            | 목          | 843.0      | 490        | 1000       | 142           |
| 유물각인서     | 유물 바리케이드 각인서     | 6            | 금          | 912.0      | 700        | 1098       | 142           |
| 유물각인서     | 유물 바리케이드 각인서     | 7            | 토          | 924.0      | 700        | 1109       | 142           |
+-----------+------------------+--------------+------------+------------+------------+------------+---------------+
| category  |    item_name     | day_of_week  | day_label  | avg_price  | min_price  | max_price  | record_count  |
+-----------+------------------+--------------+------------+------------+------------+------------+---------------+
| 유물각인서     | 유물 번개의 분노 각인서    | 1            | 일          | 31.0       | 13         | 55         | 142           |
| 유물각인서     | 유물 번개의 분노 각인서    | 2            | 월          | 27.0       | 7          | 44         | 136           |
| 유물각인서     | 유물 번개의 분노 각인서    | 3            | 화          | 109.0      | 25         | 400        | 24            |
| 유물각인서     | 유물 번개의 분노 각인서    | 4            | 수          | 45.0       | 20         | 58         | 114           |
| 유물각인서     | 유물 번개의 분노 각인서    | 5            | 목          | 48.0       | 26         | 83         | 142           |
| 유물각인서     | 유물 번개의 분노 각인서    | 6            | 금          | 53.0       | 1          | 90         | 142           |
| 유물각인서     | 유물 번개의 분노 각인서    | 7            | 토          | 33.0       | 10         | 51         | 142           |
| 유물각인서     | 유물 부러진 뼈 각인서     | 1            | 일          | 27.0       | 4          | 53         | 142           |
| 유물각인서     | 유물 부러진 뼈 각인서     | 2            | 월          | 27.0       | 10         | 40         | 136           |
| 유물각인서     | 유물 부러진 뼈 각인서     | 3            | 화          | 30.0       | 24         | 43         | 24            |
| 유물각인서     | 유물 부러진 뼈 각인서     | 4            | 수          | 34.0       | 15         | 48         | 114           |
| 유물각인서     | 유물 부러진 뼈 각인서     | 5            | 목          | 20.0       | 7          | 40         | 142           |
| 유물각인서     | 유물 부러진 뼈 각인서     | 6            | 금          | 15.0       | 5          | 31         | 142           |
| 유물각인서     | 유물 부러진 뼈 각인서     | 7            | 토          | 14.0       | 3          | 20         | 142           |
| 유물각인서     | 유물 분쇄의 주먹 각인서    | 1            | 일          | 98.0       | 40         | 149        | 142           |
| 유물각인서     | 유물 분쇄의 주먹 각인서    | 2            | 월          | 97.0       | 60         | 150        | 136           |
| 유물각인서     | 유물 분쇄의 주먹 각인서    | 3            | 화          | 149.0      | 133        | 177        | 24            |
| 유물각인서     | 유물 분쇄의 주먹 각인서    | 4            | 수          | 122.0      | 87         | 200        | 114           |
| 유물각인서     | 유물 분쇄의 주먹 각인서    | 5            | 목          | 94.0       | 25         | 131        | 142           |
| 유물각인서     | 유물 분쇄의 주먹 각인서    | 6            | 금          | 129.0      | 19         | 352        | 142           |
| 유물각인서     | 유물 분쇄의 주먹 각인서    | 7            | 토          | 165.0      | 70         | 877        | 142           |
| 유물각인서     | 유물 불굴 각인서        | 1            | 일          | 7.0        | 1          | 14         | 142           |
| 유물각인서     | 유물 불굴 각인서        | 2            | 월          | 17.0       | 1          | 50         | 136           |
| 유물각인서     | 유물 불굴 각인서        | 3            | 화          | 31.0       | 20         | 46         | 24            |
| 유물각인서     | 유물 불굴 각인서        | 4            | 수          | 13.0       | 5          | 22         | 114           |
| 유물각인서     | 유물 불굴 각인서        | 5            | 목          | 6.0        | 1          | 14         | 142           |
| 유물각인서     | 유물 불굴 각인서        | 6            | 금          | 10.0       | 2          | 22         | 142           |
| 유물각인서     | 유물 불굴 각인서        | 7            | 토          | 8.0        | 1          | 19         | 142           |
| 유물각인서     | 유물 선수필승 각인서      | 1            | 일          | 283.0      | 215        | 371        | 142           |
| 유물각인서     | 유물 선수필승 각인서      | 2            | 월          | 294.0      | 200        | 499        | 136           |
| 유물각인서     | 유물 선수필승 각인서      | 3            | 화          | 335.0      | 200        | 399        | 24            |
| 유물각인서     | 유물 선수필승 각인서      | 4            | 수          | 238.0      | 99         | 330        | 113           |
| 유물각인서     | 유물 선수필승 각인서      | 5            | 목          | 245.0      | 100        | 320        | 142           |
| 유물각인서     | 유물 선수필승 각인서      | 6            | 금          | 255.0      | 179        | 313        | 142           |
| 유물각인서     | 유물 선수필승 각인서      | 7            | 토          | 295.0      | 200        | 390        | 142           |
| 유물각인서     | 유물 속전속결 각인서      | 1            | 일          | 1084.0     | 117        | 1337       | 142           |
| 유물각인서     | 유물 속전속결 각인서      | 2            | 월          | 1338.0     | 799        | 2220       | 136           |
| 유물각인서     | 유물 속전속결 각인서      | 3            | 화          | 1667.0     | 1548       | 1761       | 24            |
| 유물각인서     | 유물 속전속결 각인서      | 4            | 수          | 983.0      | 777        | 1399       | 113           |
| 유물각인서     | 유물 속전속결 각인서      | 5            | 목          | 1370.0     | 950        | 3222       | 142           |
| 유물각인서     | 유물 속전속결 각인서      | 6            | 금          | 1170.0     | 918        | 1369       | 142           |
| 유물각인서     | 유물 속전속결 각인서      | 7            | 토          | 1132.0     | 777        | 1322       | 142           |
| 유물각인서     | 유물 슈퍼 차지 각인서     | 1            | 일          | 24519.0    | 22000      | 25597      | 142           |
| 유물각인서     | 유물 슈퍼 차지 각인서     | 2            | 월          | 23981.0    | 22200      | 24980      | 136           |
| 유물각인서     | 유물 슈퍼 차지 각인서     | 3            | 화          | 24191.0    | 23799      | 24600      | 24            |
| 유물각인서     | 유물 슈퍼 차지 각인서     | 4            | 수          | 24431.0    | 22990      | 25995      | 113           |
| 유물각인서     | 유물 슈퍼 차지 각인서     | 5            | 목          | 23699.0    | 21000      | 25000      | 142           |
| 유물각인서     | 유물 슈퍼 차지 각인서     | 6            | 금          | 24980.0    | 22000      | 29774      | 142           |
| 유물각인서     | 유물 슈퍼 차지 각인서     | 7            | 토          | 25424.0    | 15995      | 26995      | 142           |
| 유물각인서     | 유물 승부사 각인서       | 1            | 일          | 228.0      | 149        | 312        | 142           |
| 유물각인서     | 유물 승부사 각인서       | 2            | 월          | 297.0      | 166        | 494        | 136           |
| 유물각인서     | 유물 승부사 각인서       | 3            | 화          | 294.0      | 270        | 330        | 24            |
| 유물각인서     | 유물 승부사 각인서       | 4            | 수          | 240.0      | 16         | 344        | 114           |
| 유물각인서     | 유물 승부사 각인서       | 5            | 목          | 216.0      | 140        | 299        | 142           |
| 유물각인서     | 유물 승부사 각인서       | 6            | 금          | 214.0      | 150        | 255        | 142           |
| 유물각인서     | 유물 승부사 각인서       | 7            | 토          | 248.0      | 100        | 399        | 142           |
| 유물각인서     | 유물 시선 집중 각인서     | 1            | 일          | 135.0      | 31         | 200        | 142           |
| 유물각인서     | 유물 시선 집중 각인서     | 2            | 월          | 123.0      | 88         | 180        | 136           |
| 유물각인서     | 유물 시선 집중 각인서     | 3            | 화          | 105.0      | 15         | 148        | 24            |
| 유물각인서     | 유물 시선 집중 각인서     | 4            | 수          | 81.0       | 30         | 99         | 114           |
| 유물각인서     | 유물 시선 집중 각인서     | 5            | 목          | 86.0       | 33         | 100        | 142           |
| 유물각인서     | 유물 시선 집중 각인서     | 6            | 금          | 94.0       | 11         | 120        | 142           |
| 유물각인서     | 유물 시선 집중 각인서     | 7            | 토          | 90.0       | 77         | 111        | 142           |
| 유물각인서     | 유물 실드관통 각인서      | 1            | 일          | 3.0        | 1          | 8          | 142           |
| 유물각인서     | 유물 실드관통 각인서      | 2            | 월          | 5.0        | 1          | 22         | 136           |
| 유물각인서     | 유물 실드관통 각인서      | 3            | 화          | 10.0       | 1          | 18         | 24            |
| 유물각인서     | 유물 실드관통 각인서      | 4            | 수          | 5.0        | 1          | 15         | 114           |
| 유물각인서     | 유물 실드관통 각인서      | 5            | 목          | 5.0        | 1          | 11         | 142           |
| 유물각인서     | 유물 실드관통 각인서      | 6            | 금          | 49.0       | 1          | 488        | 142           |
| 유물각인서     | 유물 실드관통 각인서      | 7            | 토          | 5.0        | 1          | 16         | 142           |
| 유물각인서     | 유물 아드레날린 각인서     | 1            | 일          | 157249.0   | 150000     | 159999     | 142           |
| 유물각인서     | 유물 아드레날린 각인서     | 2            | 월          | 155625.0   | 151000     | 158000     | 136           |
| 유물각인서     | 유물 아드레날린 각인서     | 3            | 화          | 153174.0   | 148999     | 154998     | 24            |
| 유물각인서     | 유물 아드레날린 각인서     | 4            | 수          | 150869.0   | 148000     | 153500     | 113           |
| 유물각인서     | 유물 아드레날린 각인서     | 5            | 목          | 150240.0   | 140000     | 152444     | 142           |
| 유물각인서     | 유물 아드레날린 각인서     | 6            | 금          | 155732.0   | 149000     | 160000     | 142           |
| 유물각인서     | 유물 아드레날린 각인서     | 7            | 토          | 157653.0   | 150000     | 163800     | 142           |
| 유물각인서     | 유물 안정된 상태 각인서    | 1            | 일          | 716.0      | 400        | 834        | 142           |
| 유물각인서     | 유물 안정된 상태 각인서    | 2            | 월          | 793.0      | 440        | 990        | 136           |
| 유물각인서     | 유물 안정된 상태 각인서    | 3            | 화          | 837.0      | 699        | 974        | 24            |
| 유물각인서     | 유물 안정된 상태 각인서    | 4            | 수          | 515.0      | 299        | 690        | 114           |
| 유물각인서     | 유물 안정된 상태 각인서    | 5            | 목          | 577.0      | 300        | 700        | 142           |
| 유물각인서     | 유물 안정된 상태 각인서    | 6            | 금          | 787.0      | 499        | 999        | 142           |
| 유물각인서     | 유물 안정된 상태 각인서    | 7            | 토          | 819.0      | 330        | 980        | 142           |
| 유물각인서     | 유물 약자 무시 각인서     | 1            | 일          | 30.0       | 14         | 43         | 142           |
| 유물각인서     | 유물 약자 무시 각인서     | 2            | 월          | 41.0       | 17         | 72         | 136           |
| 유물각인서     | 유물 약자 무시 각인서     | 3            | 화          | 83.0       | 25         | 221        | 24            |
| 유물각인서     | 유물 약자 무시 각인서     | 4            | 수          | 40.0       | 27         | 77         | 114           |
| 유물각인서     | 유물 약자 무시 각인서     | 5            | 목          | 51.0       | 20         | 99         | 142           |
| 유물각인서     | 유물 약자 무시 각인서     | 6            | 금          | 32.0       | 1          | 68         | 142           |
| 유물각인서     | 유물 약자 무시 각인서     | 7            | 토          | 33.0       | 9          | 48         | 142           |
| 유물각인서     | 유물 에테르 포식자 각인서   | 1            | 일          | 55.0       | 13         | 100        | 142           |
| 유물각인서     | 유물 에테르 포식자 각인서   | 2            | 월          | 73.0       | 22         | 100        | 136           |
| 유물각인서     | 유물 에테르 포식자 각인서   | 3            | 화          | 45.0       | 39         | 52         | 24            |
| 유물각인서     | 유물 에테르 포식자 각인서   | 4            | 수          | 56.0       | 15         | 110        | 114           |
| 유물각인서     | 유물 에테르 포식자 각인서   | 5            | 목          | 48.0       | 15         | 84         | 142           |
| 유물각인서     | 유물 에테르 포식자 각인서   | 6            | 금          | 64.0       | 29         | 100        | 142           |
| 유물각인서     | 유물 에테르 포식자 각인서   | 7            | 토          | 58.0       | 1          | 109        | 142           |
| 유물각인서     | 유물 여신의 가호 각인서    | 1            | 일          | 5.0        | 1          | 11         | 142           |
| 유물각인서     | 유물 여신의 가호 각인서    | 2            | 월          | 48.0       | 1          | 449        | 136           |
+-----------+------------------+--------------+------------+------------+------------+------------+---------------+
| category  |    item_name     | day_of_week  | day_label  | avg_price  | min_price  | max_price  | record_count  |
+-----------+------------------+--------------+------------+------------+------------+------------+---------------+
| 유물각인서     | 유물 여신의 가호 각인서    | 3            | 화          | 45.0       | 33         | 55         | 24            |
| 유물각인서     | 유물 여신의 가호 각인서    | 4            | 수          | 6.0        | 1          | 16         | 114           |
| 유물각인서     | 유물 여신의 가호 각인서    | 5            | 목          | 5.0        | 1          | 20         | 142           |
| 유물각인서     | 유물 여신의 가호 각인서    | 6            | 금          | 8.0        | 1          | 22         | 142           |
| 유물각인서     | 유물 여신의 가호 각인서    | 7            | 토          | 4.0        | 1          | 11         | 142           |
| 유물각인서     | 유물 예리한 둔기 각인서    | 1            | 일          | 168965.0   | 163000     | 172980     | 142           |
| 유물각인서     | 유물 예리한 둔기 각인서    | 2            | 월          | 167786.0   | 163900     | 171000     | 136           |
| 유물각인서     | 유물 예리한 둔기 각인서    | 3            | 화          | 165100.0   | 162900     | 168998     | 24            |
| 유물각인서     | 유물 예리한 둔기 각인서    | 4            | 수          | 159967.0   | 155554     | 163500     | 112           |
| 유물각인서     | 유물 예리한 둔기 각인서    | 5            | 목          | 159473.0   | 153500     | 162900     | 142           |
| 유물각인서     | 유물 예리한 둔기 각인서    | 6            | 금          | 167643.0   | 158998     | 175000     | 142           |
| 유물각인서     | 유물 예리한 둔기 각인서    | 7            | 토          | 170170.0   | 160000     | 174000     | 142           |
| 유물각인서     | 유물 원한 각인서        | 1            | 일          | 190310.0   | 184000     | 195100     | 142           |
| 유물각인서     | 유물 원한 각인서        | 2            | 월          | 187986.0   | 179999     | 190500     | 136           |
| 유물각인서     | 유물 원한 각인서        | 3            | 화          | 184049.0   | 181900     | 186666     | 24            |
| 유물각인서     | 유물 원한 각인서        | 4            | 수          | 181550.0   | 177000     | 188887     | 112           |
| 유물각인서     | 유물 원한 각인서        | 5            | 목          | 182244.0   | 177777     | 187850     | 142           |
| 유물각인서     | 유물 원한 각인서        | 6            | 금          | 187782.0   | 179999     | 194997     | 142           |
| 유물각인서     | 유물 원한 각인서        | 7            | 토          | 192428.0   | 184000     | 198000     | 142           |
| 유물각인서     | 유물 위기 모면 각인서     | 1            | 일          | 91.0       | 2          | 140        | 142           |
| 유물각인서     | 유물 위기 모면 각인서     | 2            | 월          | 111.0      | 45         | 190        | 136           |
| 유물각인서     | 유물 위기 모면 각인서     | 3            | 화          | 87.0       | 39         | 158        | 24            |
| 유물각인서     | 유물 위기 모면 각인서     | 4            | 수          | 60.0       | 28         | 87         | 114           |
| 유물각인서     | 유물 위기 모면 각인서     | 5            | 목          | 48.0       | 9          | 100        | 142           |
| 유물각인서     | 유물 위기 모면 각인서     | 6            | 금          | 152.0      | 43         | 490        | 142           |
| 유물각인서     | 유물 위기 모면 각인서     | 7            | 토          | 93.0       | 35         | 126        | 142           |
| 유물각인서     | 유물 저주받은 인형 각인서   | 1            | 일          | 45543.0    | 41000      | 47400      | 142           |
| 유물각인서     | 유물 저주받은 인형 각인서   | 2            | 월          | 44389.0    | 41500      | 45900      | 136           |
| 유물각인서     | 유물 저주받은 인형 각인서   | 3            | 화          | 43426.0    | 41500      | 44000      | 24            |
| 유물각인서     | 유물 저주받은 인형 각인서   | 4            | 수          | 44348.0    | 41999      | 45980      | 113           |
| 유물각인서     | 유물 저주받은 인형 각인서   | 5            | 목          | 43524.0    | 41000      | 45000      | 142           |
| 유물각인서     | 유물 저주받은 인형 각인서   | 6            | 금          | 44723.0    | 41990      | 46319      | 142           |
| 유물각인서     | 유물 저주받은 인형 각인서   | 7            | 토          | 45657.0    | 42000      | 47499      | 142           |
| 유물각인서     | 유물 전문의 각인서       | 1            | 일          | 29849.0    | 26900      | 31998      | 142           |
| 유물각인서     | 유물 전문의 각인서       | 2            | 월          | 29370.0    | 27000      | 31222      | 136           |
| 유물각인서     | 유물 전문의 각인서       | 3            | 화          | 28215.0    | 26000      | 29000      | 24            |
| 유물각인서     | 유물 전문의 각인서       | 4            | 수          | 27195.0    | 24886      | 30777      | 113           |
| 유물각인서     | 유물 전문의 각인서       | 5            | 목          | 28107.0    | 24888      | 31000      | 142           |
| 유물각인서     | 유물 전문의 각인서       | 6            | 금          | 30292.0    | 27000      | 32999      | 142           |
| 유물각인서     | 유물 전문의 각인서       | 7            | 토          | 30152.0    | 22790      | 32000      | 142           |
| 유물각인서     | 유물 정기 흡수 각인서     | 1            | 일          | 310.0      | 210        | 471        | 142           |
| 유물각인서     | 유물 정기 흡수 각인서     | 2            | 월          | 540.0      | 270        | 988        | 136           |
| 유물각인서     | 유물 정기 흡수 각인서     | 3            | 화          | 587.0      | 544        | 639        | 24            |
| 유물각인서     | 유물 정기 흡수 각인서     | 4            | 수          | 340.0      | 200        | 410        | 114           |
| 유물각인서     | 유물 정기 흡수 각인서     | 5            | 목          | 315.0      | 111        | 350        | 142           |
| 유물각인서     | 유물 정기 흡수 각인서     | 6            | 금          | 422.0      | 288        | 500        | 142           |
| 유물각인서     | 유물 정기 흡수 각인서     | 7            | 토          | 341.0      | 150        | 478        | 142           |
| 유물각인서     | 유물 정밀 단도 각인서     | 1            | 일          | 184.0      | 99         | 248        | 142           |
| 유물각인서     | 유물 정밀 단도 각인서     | 2            | 월          | 335.0      | 105        | 887        | 136           |
| 유물각인서     | 유물 정밀 단도 각인서     | 3            | 화          | 383.0      | 330        | 428        | 24            |
| 유물각인서     | 유물 정밀 단도 각인서     | 4            | 수          | 232.0      | 180        | 356        | 113           |
| 유물각인서     | 유물 정밀 단도 각인서     | 5            | 목          | 218.0      | 150        | 276        | 142           |
| 유물각인서     | 유물 정밀 단도 각인서     | 6            | 금          | 190.0      | 100        | 220        | 142           |
| 유물각인서     | 유물 정밀 단도 각인서     | 7            | 토          | 215.0      | 100        | 300        | 142           |
| 유물각인서     | 유물 중갑 착용 각인서     | 1            | 일          | 1081.0     | 700        | 1444       | 142           |
| 유물각인서     | 유물 중갑 착용 각인서     | 2            | 월          | 1255.0     | 119        | 1832       | 136           |
| 유물각인서     | 유물 중갑 착용 각인서     | 3            | 화          | 1397.0     | 1250       | 1495       | 24            |
| 유물각인서     | 유물 중갑 착용 각인서     | 4            | 수          | 994.0      | 790        | 1800       | 114           |
| 유물각인서     | 유물 중갑 착용 각인서     | 5            | 목          | 924.0      | 666        | 1099       | 142           |
